Diện tích,Phòng ngủ,Số tầng,Số toilet,Số phòng khách,Loại địa ốc,Địa chỉ,Pháp lý,Hướng nhà,Đường trước nhà,Giá nhà,tag
120m2,,,,,Bán biệt thự,,Sổ hồng,Nam,100m - 200m,13 tỷ,quang_tri
115m2,,,,,Bán nhà phố dự án,,Sổ hồng,Tây,7m,2 tỷ 290 triệu,quang_tri
99m2,,,,,Bán nhà riêng,,Giấy đỏ,,,13 tỷ,quang_tri
220m2,,,,,Bán nhà phố dự án,,Sổ hồng,Tây Bắc,15m - 20m,1 tỷ 790 triệu,quang_tri
146m2,,,,,Bán nhà phố dự án,,Sổ hồng,Đông Nam,5m,890 triệu,quang_tri
120m2,,5 tầng,,,Bán biệt thự,,Giấy tờ hợp lệ,,20m - 30m,1 triệu,quang_tri
405m2,10 PN,5 tầng,10.0,5.0,Bán nhà hàng - Khách sạn,,Sổ hồng,Nam,10m - 15m,12 tỷ 400 triệu,quang_tri
200m2,,,,,Bán biệt thự,,Sổ hồng,,20m - 30m,20 tỷ,quang_tri
180m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Nam,4m,1 tỷ 400 triệu,quang_tri
120m2,8 PN,5 tầng,6.0,1.0,Bán biệt thự,,Sổ hồng,,50m - 70m,13 tỷ,quang_tri
120m2,,6 tầng,,,Bán biệt thự,,Sổ hồng,,30m - 50m,16 tỷ,quang_tri
144m2,,,,1.0,Bán biệt thự,,Giấy đỏ,,30m - 50m,14 tỷ,quang_tri
250m2,,,,,Bán nhà phố dự án,,Sổ hồng,Đông Nam,10m - 15m,2 tỷ 990 triệu,quang_tri
390m2,,,,,Bán đất thổ cư,,,,,14 tỷ 500 triệu,quang_tri
144m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,15m - 20m,1 tỷ 950 triệu,quang_tri
280m2,,,,,Bán biệt thự,,Sổ hồng,,,18 triệu /m2,quang_tri
300m2,,,,1.0,Bán biệt thự,,Sổ hồng,,,1 tỷ 500 triệu,quang_tri
165m2,3 PN,6 tầng,3.0,1.0,Bán biệt thự,,Sổ hồng,,20m - 30m,12 tỷ,quang_tri
140m2,,,,,Bán đất thổ cư,,Sổ hồng,,20m - 30m,"40,7 triệu /m2",quang_tri
140m2,,,,,Bán đất thổ cư,,,,,3 tỷ 500 triệu,quang_tri
29m2,,,,,Bán căn hộ chung cư,,,,,900 triệu,quang_tri
165m2,,6 tầng,,6.0,Bán biệt thự,,Sổ hồng,Đông,30m - 50m,15 tỷ,quang_tri
140m2,,,,,Bán đất thổ cư,,,,,3 tỷ 400 triệu,quang_tri
420m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,20m - 30m,2 tỷ 500 triệu,quang_tri
140m2,,,,,Bán đất nền dự án,,Sổ hồng,,10m,250 triệu,quang_tri
29m2,,,,,Bán căn hộ chung cư,,Hợp đồng,,50m - 70m,850 triệu,quang_tri
140m2,,,,,Bán đất nền dự án,,,,,"3,2 triệu",quang_tri
140m2,,,,,Bán đất thổ cư,,,,,3 tỷ 350 triệu,quang_tri
280m2,,,,,Bán đất thổ cư,,Sổ hồng,Không xác định,30m - 50m,19 triệu /m2,quang_tri
30m2,1 PN,,1.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,,900 triệu,quang_tri
35m2,,,,,Bán căn hộ chung cư,,Giấy đỏ,,,900 triệu,quang_tri
140m2,,,,,Bán đất thổ cư,,,,20m - 30m,3 tỷ 500 triệu,quang_tri
140m2,,,,,Bán đất thổ cư,,,,,3 tỷ 400 triệu,quang_tri
34m2,1 PN,27 tầng,1.0,1.0,Bán căn hộ chung cư,,Giấy đỏ,,30m - 50m,900 triệu,quang_tri
50m2,1 PN,27 tầng,1.0,1.0,Bán căn hộ chung cư,,Giấy đỏ,,30m - 50m,900 triệu,quang_tri
56m2,1 PN,27 tầng,1.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Đông Nam,50m - 70m,960 triệu,quang_tri
120m2,,,,,Bán nhà phố dự án,,Sổ hồng,Tây Bắc,30m - 50m,1 tỷ 790 triệu,quang_tri
192m2,,,,,Bán nhà phố dự án,,Sổ hồng,Tây,10m - 15m,890 triệu,quang_tri
140m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,10m - 15m,"24,9 triệu /m2",quang_tri
231m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Bắc,20m - 30m,3 tỷ 90 triệu,quang_tri
140m2,,,,,Bán đất thổ cư,,Giấy đỏ,Đông Nam,10m - 15m,600 triệu,quang_tri
51m2,1 PN,27 tầng,1.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Đông Nam,50m - 70m,960 triệu,quang_tri
29m2,,,,,Bán nhà phố dự án,,,,,850 triệu,quang_tri
30m2,1 PN,,1.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,,960 triệu,quang_tri
308m2,,,,,Bán đất thổ cư,,Sổ hồng,,,21 tỷ 168 triệu,quang_tri
119m2,,,,,Bán đất thổ cư,,,,,3 tỷ,quang_tri
255m2,,,,,Bán nhà phố dự án,,Sổ hồng,,10m,799 triệu,quang_tri
399m2,,,,,Bán đất thổ cư,,Sổ hồng,,,5 tỷ 600 triệu,quang_tri
165m2,,,,,Bán đất thổ cư,,Sổ hồng,Nam,,4 tỷ 400 triệu,quang_tri
375m2,,,,,Bán đất thổ cư,,Sổ hồng,,,1 tỷ 800 triệu,quang_tri
612.5m2,,2 tầng,,,Bán nhà riêng,,Sổ hồng,,10m - 15m,16 tỷ,quang_tri
150m2,,,,,Bán đất thổ cư,,Sổ hồng,Nam,,3 tỷ 990 triệu,quang_tri
350m2,,,,,Bán đất thổ cư,,Sổ hồng,,,10 tỷ 500 triệu,quang_tri
308.9m2,,,,,Bán đất thổ cư,,,,,3 tỷ 500 triệu,quang_tri
300m2,,,,,Bán đất thổ cư,,Sổ hồng,,,2 tỷ 550 triệu,quang_tri
142m2,,,,,Bán đất thổ cư,,Sổ hồng,,,900 triệu,quang_tri
142m2,,,,,Bán đất thổ cư,,Sổ hồng,,,750 triệu,quang_tri
144m2,,,,,Bán đất thổ cư,,Sổ hồng,Nam,,1 tỷ 100 triệu,quang_tri
138m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,,580 triệu,quang_tri
300m2,,,,,Bán đất thổ cư,,Sổ hồng,,,1 tỷ 250 triệu,quang_tri
315m2,,,,,Bán đất thổ cư,,Sổ hồng,Bắc,,1 tỷ 300 triệu,quang_tri
148m2,,,,,Bán đất thổ cư,,Đang hợp thức hóa,Đông,,395 triệu,quang_tri
320m2,,,,,Bán đất thổ cư,,Sổ hồng,,,250 triệu,quang_tri
150m2,2 PN,2 tầng,,,Bán nhà phố dự án,,Sổ hồng,Tây Bắc,,3 tỷ 600 triệu,quang_tri
297m2,,,,,Bán đất thổ cư,,Giấy đỏ,,,1 tỷ 50 triệu,quang_tri
140m2,,,,,Bán đất thổ cư,,Sổ hồng,,,2 tỷ 222 triệu,quang_tri
180m2,,,,,Bán đất thổ cư,,Sổ hồng,Nam,,565 triệu,quang_tri
252m2,,,,,Bán đất thổ cư,,Sổ hồng,,,4 tỷ,quang_tri
175m2,,,,,Bán đất thổ cư,,Sổ hồng,,,3 tỷ 700 triệu,quang_tri
510m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,,16 tỷ,quang_tri
399m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,,5 tỷ 586 triệu,quang_tri
96m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,,2 tỷ 200 triệu,quang_tri
133m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,,320 triệu,quang_tri
154m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây,,640 triệu,quang_tri
146m2,,,,,Bán đất thổ cư,,Sổ hồng,,,2 tỷ 770 triệu,quang_tri
331m2,,,,,Bán đất thổ cư,,Sổ hồng,,,9 tỷ 500 triệu,quang_tri
186m2,,,,,Bán đất thổ cư,,Sổ hồng,,,565 triệu,quang_tri
1525.6m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Nam,,3 tỷ 800 triệu,quang_tri
180m2,,,,,Bán đất thổ cư,,Sổ hồng,,,3 tỷ 850 triệu,quang_tri
260m2,,,,,Bán đất thổ cư,,Sổ hồng,Nam,,2 tỷ 600 triệu,quang_tri
160m2,,,,,Bán đất thổ cư,,Sổ hồng,,,2 tỷ 600 triệu,quang_tri
158m2,,,,,Bán nhà phố dự án,,Sổ hồng,Tây Nam,15m - 20m,4 tỷ 600 triệu,quang_tri
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,5m,230 triệu,quang_tri
120m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,350 triệu,quang_tri
180m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,3 tỷ 300 triệu,quang_tri
29m2,1 PN,,1.0,1.0,Bán nhà phố dự án,,Hợp đồng,,50m - 70m,950 triệu,quang_tri
62m2,,,,,Bán đất thổ cư,,Sổ hồng,,4m,988 triệu,quang_tri
300m2,,,,,Bán đất thổ cư,,Sổ hồng,,,2 tỷ 170 triệu,quang_tri
708m2,,,,,Bán nhà riêng,,,,,"2,1 triệu",quang_tri
95m2,,,,,Bán nhà riêng,,Sổ hồng,,15m - 20m,1 tỷ 399 triệu,quang_tri
200m2,,,,,Bán nhà riêng,,Sổ hồng,,,"2,6 triệu",quang_tri
140m2,,,,,Bán đất thổ cư,,Hợp đồng,,20m - 30m,3 tỷ 500 triệu,quang_tri
29m2,,,,,Bán nhà phố dự án,,,,,900 triệu,quang_tri
135m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,10m,290 triệu,quang_tri
300m2,,,,,Bán nhà riêng,,Sổ hồng,,20m - 30m,"3,5 triệu",quang_tri
180m2,,,,,Bán nhà riêng,,Sổ hồng,,30m - 50m,"3,5 triệu",quang_tri
29m2,,,,,Bán nhà phố dự án,,,,,950 triệu,quang_tri
30m2,1 PN,27 tầng,1.0,1.0,Bán căn hộ chung cư,,Hợp đồng,Đông Nam,70m - 100m,800 triệu,quang_tri
150m2,,,,,Bán nhà riêng,,Sổ hồng,,30m - 50m,"1,8 triệu",quang_tri
95m2,,,,,Bán nhà phố dự án,,Sổ hồng,Bắc,20m - 30m,"1,4 triệu",quang_tri
29m2,,,,,Bán nhà phố dự án,,,,,900 triệu,quang_tri
200m2,,,,,Bán nhà phố dự án,,Sổ hồng,,30m - 50m,"1,5 triệu",quang_tri
168m2,,,,,Bán nhà phố dự án,,Sổ hồng,Tây Nam,30m - 50m,"5,2 triệu",quang_tri
150m2,,,,,Bán nhà phố dự án,,Sổ hồng,,6m,"1,6 triệu /m2",quang_tri
225m2,,,,,Bán nhà phố dự án,,Sổ hồng,,8m,"8,8 triệu",quang_tri
1495000000m2,,,,,Bán nhà phố dự án,,Sổ hồng,,10m,"1,4 triệu /m2",quang_tri
108m2,,,,,Bán biệt thự,,,,,1 tỷ 300 triệu,quang_tri
344m2,,,,,Bán nhà phố dự án,,Sổ hồng,Tây,10m - 15m,"1,2 triệu",quang_tri
29m2,,,,,Bán căn hộ chung cư,,,,,900 triệu,quang_tri
210m2,,,,,Bán nhà phố dự án,,Sổ hồng,Tây Bắc,10m - 15m,"2,1 triệu",quang_tri
150m2,,,,,Bán nhà phố dự án,,Sổ hồng,,,945 triệu,quang_tri
150m2,,,,,Bán nhà phố dự án,,Sổ hồng,,6m,1 tỷ 69 triệu,quang_tri
140m2,,,,,Bán nhà phố dự án,,Sổ hồng,,15m - 20m,1 tỷ 455 triệu,quang_tri
150m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,1 tỷ 150 triệu,quang_tri
200m2,,,,,Bán nhà riêng,,Sổ hồng,Nam,20m - 30m,2 tỷ 299 triệu,quang_tri
303m2,2 PN,3 tầng,2.0,1.0,Bán biệt thự,,Sổ hồng,Đông Nam,20m - 30m,4 tỷ 100 triệu,quang_tri
131m2,,,,,Bán nhà riêng,,,,,2 tỷ 450 triệu,quang_tri
120m2,,,,,Bán đất thổ cư,,,,,20 triệu /m2,quang_tri
293m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,15m - 20m,2 tỷ 200 triệu,quang_tri
732m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Nam,20m - 30m,8 tỷ 52 triệu,quang_tri
268m2,,,,,Bán đất nền dự án,,Sổ hồng,Tây Bắc,,10 tỷ 546 triệu,quang_tri
250m2,,,,,Bán đất thổ cư,,Sổ hồng,,,40 triệu /m2,quang_tri
252m2,,,,,Bán đất thổ cư,,Giấy đỏ,Đông Nam,15m - 20m,11 tỷ,quang_tri
250m2,,,,,Bán đất nền dự án,,Giấy đỏ,Không xác định,100m - 200m,40 triệu /m2,quang_tri
120m2,,,,,Bán nhà hàng - Khách sạn,,Hợp đồng,,20m - 30m,35 triệu /m2,quang_tri
459m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,"6,6 triệu /m2",quang_tri
250m2,,,,,Bán đất nền dự án,,,,,40 triệu /m2,quang_tri
422m2,,,,,Bán đất nền dự án,,,,,24 tỷ 476 triệu,quang_tri
129m2,,,,,Bán đất thổ cư,,Sổ hồng,Bắc,5m,1 tỷ 50 triệu,quang_tri
160m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,10m - 15m,600 triệu,quang_tri
52m2,,,,,Bán nhà hàng - Khách sạn,,,,,780 triệu,quang_tri
240m2,,,,,Bán đất thổ cư,,,,,5 tỷ,quang_tri
239m2,,,,,Bán đất thổ cư,,Giấy đỏ,,10m,18 triệu /m2,quang_tri
428.4m2,,,,,Bán đất thổ cư,,Sổ hồng,,30m - 50m,2 tỷ 800 triệu,quang_tri
180m2,3 PN,3 tầng,3.0,1.0,Bán biệt thự,,Sổ hồng,Tây Bắc,15m - 20m,3 tỷ 200 triệu,quang_tri
160m2,3 PN,3 tầng,3.0,3.0,Bán nhà riêng,,Sổ hồng,Nam,20m - 30m,5 tỷ 800 triệu,quang_tri
172m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,15m - 20m,970 triệu,quang_tri
140m2,,,,,Bán đất thổ cư,,Giấy đỏ,Đông Nam,20m - 30m,"16,9 triệu /m2",quang_tri
105m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,7m,720 triệu,quang_tri
300m2,,,,,Bán đất thổ cư,,Giấy tờ hợp lệ,Nam,10m - 15m,1 tỷ 410 triệu,quang_tri
300m2,,,,,Bán đất thổ cư,,Giấy tờ hợp lệ,Nam,10m - 15m,1 tỷ 410 triệu,quang_tri
160m2,,,,,Bán đất nền dự án,,Giấy đỏ,,,4 tỷ 500 triệu,quang_tri
220m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Bắc,20m - 30m,1 tỷ 100 triệu,quang_tri
239m2,,,,,Bán biệt thự,,,,,4 tỷ 900 triệu,quang_tri
239m2,,,,,Bán biệt thự,,Sổ hồng,,,5 tỷ,quang_tri
160m2,,,,,Bán đất thổ cư,,Giấy đỏ,,20m - 30m,2 tỷ 500 triệu,quang_tri
266m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,10m - 15m,1 tỷ 750 triệu,quang_tri
200m2,,,,,Bán đất nền dự án,,Sổ hồng,,20m - 30m,3 tỷ,quang_tri
250m2,,,,,Bán đất thổ cư,,Giấy đỏ,Đông Nam,10m - 15m,8 triệu /m2,quang_tri
150m2,,,,,Bán đất thổ cư,,,,,2 tỷ 100 triệu,quang_tri
140m2,,,,,Bán đất thổ cư,,,,,2 tỷ,quang_tri
140m2,,,,,Bán đất thổ cư,,Giấy đỏ,,10m - 15m,2 tỷ 100 triệu,quang_tri
140m2,,,,,Bán đất thổ cư,,Sổ hồng,Không xác định,7m,2 tỷ 100 triệu,quang_tri
160m2,,,,,Bán đất thổ cư,,Giấy đỏ,Đông Bắc,10m - 15m,1 tỷ 40 triệu,quang_tri
160m2,1 PN,1 tầng,1.0,1.0,Bán nhà phố dự án,,Giấy đỏ,Đông Bắc,8m,"6,5 triệu /m2",quang_tri
181m2,,,,,Bán đất thổ cư,,Giấy đỏ,Đông Bắc,30m - 50m,1 tỷ 395 triệu,quang_tri
95m2,,,,,Bán đất nền dự án,,Sổ hồng,Bắc,,590 triệu,quang_tri
120m2,,,,,Bán nhà riêng,,,,,300 triệu,quang_tri
1200m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Bắc,,3 tỷ 240 triệu,quang_tri
154m2,,,,,Bán đất thổ cư,,Giấy tờ hợp lệ,Nam,4m,300 triệu,quang_tri
150m2,3 PN,3 tầng,3.0,3.0,Bán nhà phố dự án,,Sổ hồng,Đông,20m - 30m,4 tỷ 200 triệu,quang_tri
160m2,3 PN,3 tầng,3.0,3.0,Bán nhà riêng,,Sổ hồng,Đông,20m - 30m,30 triệu /m2,quang_tri
160m2,,2 tầng,1.0,1.0,Bán đất nền dự án,,Giấy đỏ,Đông Bắc,10m - 15m,700 triệu,quang_tri
160m2,1 PN,1 tầng,1.0,15.0,Bán đất nền dự án,,Giấy đỏ,Đông Bắc,8m,700 triệu,quang_tri
160m2,,,,1.0,Bán đất nền dự án,,Giấy đỏ,,10m - 15m,200 triệu,quang_tri
500m2,,,,,Bán đất thổ cư,,,,,1 triệu /m2,quang_tri
500m2,,,,,Bán đất thổ cư,,Giấy đỏ,Không xác định,20m - 30m,1 triệu /m2,quang_tri
300m2,,,,,Bán đất nền dự án,,Giấy đỏ,Đông Nam,15m - 20m,835 triệu,quang_tri
184m2,,,,,Bán đất nền dự án,,Giấy đỏ,Tây Nam,20m - 30m,4 tỷ,quang_tri
150m2,,,,,Bán đất nền dự án,,Giấy đỏ,Đông,15m - 20m,1 tỷ 200 triệu,quang_tri
150m2,,,,,Bán đất nền dự án,,,,,7 triệu /m2,quang_tri
160m2,1 PN,1 tầng,1.0,1.0,Bán đất thổ cư,,Giấy đỏ,Đông Nam,8m,2 tỷ 600 triệu,quang_tri
160m2,1 PN,1 tầng,1.0,1.0,Bán đất thổ cư,,Giấy đỏ,Đông Nam,8m,2 tỷ 600 triệu,quang_tri
160m2,,,,,Bán đất nền dự án,,Giấy đỏ,,15m - 20m,2 tỷ 648 triệu,quang_tri
240m2,3 PN,2 tầng,3.0,1.0,Bán biệt thự,,Sổ hồng,,10m,20 triệu /m2,quang_tri
150m2,,,,,Bán đất nền dự án,,Giấy đỏ,Đông Nam,,7 triệu /m2,quang_tri
160m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,10m - 15m,2 tỷ,quang_tri
150m2,,,,,Bán đất nền dự án,,Giấy đỏ,,,8 triệu /m2,quang_tri
160m2,1 PN,1 tầng,1.0,1.0,Bán đất thổ cư,,Giấy đỏ,Đông Nam,8m,2 tỷ 600 triệu,quang_tri
150m2,,,,,Bán đất nền dự án,,Giấy đỏ,,,"7,2 triệu /m2",quang_tri
150m2,,,,,Bán nhà phố dự án,,Sổ hồng,Nam,15m - 20m,8 triệu /m2,quang_tri
150m2,,,,,Bán nhà phố dự án,,,,,7 triệu /m2,quang_tri
200m2,,,,,Bán đất thổ cư,,,,,1 tỷ 200 triệu,quang_tri
150m2,,,,,Bán đất nền dự án,,,,,7 triệu /m2,quang_tri
133m2,,,,,,,,,,2 tỷ 165 triệu,quang_tri
150m2,,,,,Bán đất nền dự án,,,,,1 tỷ,quang_tri
150m2,,,,,Bán đất nền dự án,,,,,7 triệu /m2,quang_tri
160m2,1 PN,1 tầng,1.0,1.0,Bán đất thổ cư,,Giấy đỏ,Đông Nam,8m,2 tỷ 600 triệu,quang_tri
122m2,,,,,Bán đất thổ cư,,,,,400 triệu,quang_tri
200m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,10m - 15m,1 tỷ 200 triệu,quang_tri
150m2,,,,,Bán đất thổ cư,,,,,"4,5 triệu /m2",quang_tri
300m2,,,,,Bán đất nền dự án,,,,,1 tỷ,quang_tri
160m2,,,,,Bán đất thổ cư,,Giấy đỏ,,10m - 15m,17 triệu,quang_tri
150m2,,,,,Bán đất thổ cư,,Giấy đỏ,,,"7,2 triệu /m2",quang_tri
120m2,,,,,Bán nhà phố dự án,,,,,1 tỷ 700 triệu,quang_tri
160m2,,,,,Bán đất nền dự án,,Sổ hồng,Đông Bắc,15m - 20m,"17,7 triệu /m2",quang_tri
160m2,,,,,Bán đất nền dự án,,,,,1 tỷ 8 triệu,quang_tri
240.9m2,,,,,Bán đất nền dự án,,Giấy tờ hợp lệ,Nam,20m - 30m,6 tỷ 500 triệu,quang_tri
160m2,,,,,Bán đất nền dự án,,,,,1 tỷ 100 triệu,quang_tri
"277,8m2",,,,,"Bán đất nông, lâm nghiệp",,Sổ hồng,Bắc,15m - 20m,6 tỷ 500 triệu,quang_tri
160m2,,,,,Bán đất nền dự án,,,,,1 tỷ 200 triệu,quang_tri
160m2,,,,,Bán đất nền dự án,,,,,1 tỷ 200 triệu,quang_tri
241m2,,,,,Bán đất nền dự án,,Sổ hồng,Tây,20m - 30m,6 tỷ 500 triệu,quang_tri
160m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy đỏ,Không xác định,10m - 15m,"8,7 triệu /m2",quang_tri
160m2,,,,,Bán đất nền dự án,,Sổ hồng,Không xác định,15m - 20m,18 triệu /m2,quang_tri
160m2,,,,,Bán đất nền dự án,,,,,1 tỷ 200 triệu,quang_tri
250m2,3 PN,2 tầng,3.0,1.0,Bán biệt thự,,Sổ hồng,Không xác định,15m - 20m,16 triệu /m2,quang_tri
160m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy đỏ,Đông Bắc,10m - 15m,2 tỷ 600 triệu,quang_tri
228m2,,,,,Bán nhà phố dự án,,Sổ hồng,,15m - 20m,6 tỷ 300 triệu,quang_tri
228m2,,,,,Bán đất nền dự án,,Sổ hồng,,,6 tỷ 300 triệu,quang_tri
16m2,,,,,Bán đất nền dự án,,,,,1 tỷ 200 triệu,quang_tri
112m2,,,,,Bán nhà riêng,,,,,1 tỷ 500 triệu,quang_tri
220m2,,,,,Bán đất nền dự án,,,,,3 triệu,quang_tri
171m2,,,,,Bán đất thổ cư,,,Đông Nam,7m,1 tỷ 100 triệu,quang_tri
48000m2,,,,,"Bán đất nông, lâm nghiệp",,,,,1 tỷ 100 triệu,quang_tri
75m2,,,,,Bán nhà phố dự án,,Hợp đồng,Đông Nam,20m - 30m,5 tỷ 400 triệu,quang_tri
323m2,,,,,Bán đất thổ cư,,,,,11 tỷ,quang_tri
484m2,,,,,Bán biệt thự,,,,,4 tỷ 200 triệu,quang_tri
75m2,,,,,Bán biệt thự,,,,,5 tỷ,quang_tri
75m2,,,,,Bán biệt thự,,,,,5 tỷ 200 triệu,quang_tri
144m2,5 PN,5 tầng,5.0,5.0,Bán nhà phố dự án,,Sổ hồng,Đông Nam,20m - 30m,28 tỷ,quang_tri
100m2,,,,,Bán nhà phố dự án,,,,,1 tỷ 800 triệu,quang_tri
80m2,2 PN,17 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Tây Bắc,10m,3 tỷ 280 triệu,quang_tri
98m2,3 PN,,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Đông Nam,30m - 50m,3 tỷ 500 triệu,quang_tri
80m2,,,,,Bán căn hộ chung cư,,,,,3 tỷ 280 triệu,quang_tri
100m2,,,,,Bán biệt thự,,,,,13 tỷ 500 triệu,quang_tri
80m2,2 PN,5 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,30m - 50m,3 tỷ 600 triệu,quang_tri
120m2,,,,,Bán nhà riêng,,Sổ hồng,,,15 tỷ,quang_tri
55m2,,,,,Bán căn hộ chung cư,,,,,45 triệu /m2,quang_tri
210m2,,,,,Bán đất thổ cư,,,,,570 triệu,quang_tri
80m2,,,,,Bán căn hộ chung cư,,,,,45 triệu /m2,quang_tri
100m2,,,,,Bán căn hộ chung cư,,,,,45 triệu /m2,quang_tri
80m2,,,,,Bán nhà phố dự án,,,,,50 triệu /m2,quang_tri
580m2,,,,,Bán căn hộ chung cư,,Sổ hồng,,,15 tỷ,quang_tri
120m2,,,,,Bán nhà phố dự án,,,,,15 tỷ,quang_tri
120m2,,,,,Bán nhà phố dự án,,,,,17 tỷ,quang_tri
120m2,,,,,Bán biệt thự,,Sổ hồng,,,12 tỷ,quang_tri
120m2,5 PN,3 tầng,3.0,3.0,Bán biệt thự,,Sổ hồng,Đông,30m - 50m,14 tỷ 790 triệu,quang_tri
120m2,,6 tầng,,,Bán biệt thự,,Sổ hồng,,,16 tỷ,quang_tri
600m2,,,,,Bán biệt thự,,Sổ hồng,,,19 tỷ,quang_tri
120m2,,,,,Bán biệt thự,,Sổ hồng,,100m - 200m,16 tỷ,quang_tri
350m2,6 PN,7 tầng,2.0,2.0,Bán đất thổ cư,,Sổ hồng,Đông Nam,15m - 20m,8 triệu /m2,quang_tri
100m2,,,,,Bán đất thổ cư,,,,,"1,3 triệu /m2",quang_tri
478m2,12 PN,5 tầng,12.0,1.0,Bán nhà phố dự án,,Sổ hồng,Đông,20m - 30m,14 tỷ 500 triệu,quang_tri
165m2,16 PN,7 tầng,18.0,,Bán nhà phố dự án,,Sổ hồng,Đông,30m - 50m,13 tỷ 800 triệu,quang_tri
170m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,15m - 20m,3 tỷ 500 triệu,quang_tri
150m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,15m - 20m,3 tỷ 500 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,15m - 20m,3 tỷ 500 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,10m - 15m,3 tỷ 500 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,15m - 20m,3 tỷ 500 triệu,quang_tri
150m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,15m - 20m,3 tỷ 500 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,10m - 15m,3 tỷ 800 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,10m - 15m,3 tỷ 500 triệu,quang_tri
968m2,26 PN,7 tầng,28.0,2.0,Bán biệt thự,,Sổ hồng,Đông,20m - 30m,12 tỷ 670 triệu,quang_tri
152m2,,,,,Bán đất nền dự án,,Sổ hồng,Đông,10m - 15m,3 tỷ 500 triệu,quang_tri
506m2,16 PN,6 tầng,16.0,,Bán nhà phố dự án,,Sổ hồng,,30m - 50m,12 tỷ 670 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,10m - 15m,3 tỷ 500 triệu,quang_tri
150m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,10m - 15m,3 tỷ 200 triệu,quang_tri
150m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,10m - 15m,3 tỷ 500 triệu,quang_tri
150m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,15m - 20m,3 tỷ 500 triệu,quang_tri
165m2,16 PN,7 tầng,16.0,,Bán biệt thự,,Sổ hồng,Đông,30m - 50m,12 tỷ 670 triệu,quang_tri
150m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,15m - 20m,3 tỷ 500 triệu,quang_tri
150m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,10m - 15m,3 tỷ 500 triệu,quang_tri
150m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,10m - 15m,3 tỷ 100 triệu,quang_tri
170m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,15m - 20m,800 triệu,quang_tri
150m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,15m - 20m,3 tỷ 500 triệu,quang_tri
